"MATCH_SCORE","ID_1","NAME_1","HOSTNAME_1","NEIGHB_1","LATITUDE_1","LONGITUDE_1","ROOM_TYPE_1","ID_2","NAME_2","HOSTNAME_2","NEIGHB_2","LATITUDE_2","LONGITUDE_2","ROOM_TYPE_2"
"90","1196684","Dalmati House 1 apartment in Rome","Giovanni","II Parioli/Nomentano","4,189,924","12,516","Entire home/apt","1196652","Dalmati House 2 apartment in Rome","Giovanni","II Parioli/Nomentano","4,189,882","1,251,541","Entire home/apt"
"90","1211926","Manara 1 independent flat in Trastevere","Emanuela","I Centro Storico","418,886","1,247,026","Entire home/apt","1381094","Manara 3 independent flat in Trastevere","Emanuela","I Centro Storico","4,188,899","1,247,009","Entire home/apt"
"90","714214","ROME. CAMPO DE FIORI, BLUE APARTMENT.","Luca","I Centro Storico","418,952","1,247,044","Entire home/apt","1774992","ROME, CAMPO DE FIORI, RED APARTMENT.","Luca","I Centro Storico","418,953","1,247,142","Entire home/apt"
"90","770199","COLOSSEUM LOVELY STUDIO 5 MIN WALK","Sasa","I Centro Storico","41,895","1,249,412","Entire home/apt","1890360","COLOSSEUM II LOVELY ONLY 5 MIN WALK","Sasa","I Centro Storico","4,189,489","1,249,226","Entire home/apt"
"90","1095700","PANTHEON- SPANISH STEPS APARTMENT 2","My Magic","I Centro Storico","4,190,659","1,247,943","Entire home/apt","2183219","PANTHEON- SPANISH STEPS APARTMENT 3","My Magic","I Centro Storico","4,190,646","1,248,007","Entire home/apt"
"90","1248421","Colosseo - Independent Apartment with Living Room","Maria Alberta","I Centro Storico","4,188,687","1,249,831","Entire home/apt","3116695","Colosseo - Luxury Apartment with Living Room","Maria Alberta","I Centro Storico","4,188,728","1,249,644","Entire home/apt"
"90","924507","149 GUESTHOUSE B&B Room B","Enrico E Paola","I Centro Storico","4,188,111","1,247,674","Private room","7550381","149 GUESTHOUSE B&B Room C with JACUZZI","Enrico E Paola","I Centro Storico","4,188,037","1,247,665","Private room"
"90","937104","Villa in private rooms Rome, Zimmer, Guest House","Fabrizio","XIII Aurelia","4,190,665","1,231,518","Private room","5301351","Villa, Rome, private rooms, ( ROSA )","Fabrizio","XIII Aurelia","4,190,521","1,231,549","Private room"
"90","1286735","Dormitory mixed  (M and F)3","Romangelo","I Centro Storico","4,189,989","1,250,231","Shared room","6286270","Dormitory mixed  (M and F)4","Romangelo","I Centro Storico","419,002","1,250,312","Shared room"
"90","1026336","apartment in the center of rome","Alessandro","XII Monte Verde","4,187,786","1,245,726","Entire home/apt","6037607","Flat for families in central Rome","Alessandra","I Centro Storico","4,190,172","1,247,542","Entire home/apt"
"90","1272337","Central Rome, House on the Janiculum Hill","Sabrina  & Roberto","XII Monte Verde","4,187,569","1,246,121","Entire home/apt","7695261","Center  of Rome","Roberto","I Centro Storico","4,188,623","124,709","Entire home/apt"
"90","809863","Vacanze Romane 2 Roman Holidays","Freddy","XII Monte Verde","4,187,494","124,457","Entire home/apt","6950842","Vacanze romane","Luigi Ferdinando","II Parioli/Nomentano","4,192,949","1,252,124","Entire home/apt"
"90","849111","L'INCANTO DI ROMA APARTMENT!","Laura","I Centro Storico","4,190,932","1,249,817","Entire home/apt","11603637","L' INCANTO DI SAN PIETRO APARTMENT","Laura","I Centro Storico","4,190,759","1,245,612","Entire home/apt"
"90","1248421","Colosseo - Independent Apartment with Living Room","Maria Alberta","I Centro Storico","4,188,687","1,249,831","Entire home/apt","21417966","Colosseo - Luxury Apartment with Living Room","Maria Alberta","I Centro Storico","4,188,848","1,249,816","Entire home/apt"
"90","786653","COLISEUM ROOMS B&B - Cozy Trevi","Gianluca","I Centro Storico","4,188,925","1,250,827","Private room","16923829","colosseum room","Gianluca","I Centro Storico","4,189,307","1,249,249","Private room"
"90","786796","COLISEUM ROOMS B&B - Large Navona","Gianluca","I Centro Storico","4,188,833","1,250,853","Private room","16923829","colosseum room","Gianluca","I Centro Storico","4,189,307","1,249,249","Private room"
"90","790163","APARTMENT IN VATICAN AREA","Maria","I Centro Storico","4,190,895","1,246,439","Entire home/apt","19991945","Appartamento zona Vaticano/Apartment Vatican area","Miriam","I Centro Storico","4,190,795","1,245,525","Entire home/apt"
"90","1211926","Manara 1 independent flat in Trastevere","Emanuela","I Centro Storico","418,886","1,247,026","Entire home/apt","16609236","Manara 4 independent flat in Trastevere","Emanuela","I Centro Storico","4,188,764","1,246,967","Entire home/apt"
"90","928448","Cozy room in the hearth of rome","Alessandro","XII Monte Verde","4,187,696","1,245,871","Private room","23008785","Cosy room in Rome","Alessandra","XI Arvalia/Portuense","4,185,669","1,245,588","Private room"
"90","1026336","apartment in the center of rome","Alessandro","XII Monte Verde","4,187,786","1,245,726","Entire home/apt","23072532","Lovely apartment in the heart of Rome","Alessandro","I Centro Storico","4,191,031","1,245,796","Entire home/apt"
"90","1204975","Deluxe Rooms classic or modern double","Giovanni","I Centro Storico","4,190,807","1,245,889","Private room","29982547","Deluxe Rooms classic or modern quadruple","Giovanni","I Centro Storico","419,065","1,246,004","Private room"
"90","761967","Double Room","George","I Centro Storico","4,189,055","1,250,628","Private room","29115121","Cozy Double Room near Metro Battistini","Giorgio","XIV Monte Mario","4,190,743","124,114","Private room"
"90","1026336","apartment in the center of rome","Alessandro","XII Monte Verde","4,187,786","1,245,726","Entire home/apt","35323729","NEW Cozy one-bedroom flat central Rome","Alessandro","I Centro Storico","4,190,616","1,249,858","Entire home/apt"
"89","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","794830","Appartamento Trastevere 6 posti letto","Manuela","XII Monte Verde","4,187,888","124,656","Entire home/apt"
"89","1151453","Pope's neighbors v. aurelia 79int 7","I Vicini Del Papa","XIII Aurelia","4,189,937","1,245,334","Entire home/apt","798038","Neighbors of Pope Via Aurelia, 79 int3","I Vicini Del Papa","XIII Aurelia","4,189,984","1,245,429","Entire home/apt"
"89","773978","*GORGEOUS* 220mq in the HEART of ROME - 6 BEDROOMS","Annalisa","XII Monte Verde","4,188,186","1,246,762","Entire home/apt","3778550","HEART OF ROME","Ann","I Centro Storico","4,189,454","1,247,214","Entire home/apt"
"89","771662","In the historic center with garden","King Edward","I Centro Storico","4,188,954","1,248,154","Entire home/apt","3816910","Charme in the historic center","King Edward","I Centro Storico","419,005","1,246,711","Entire home/apt"
"89","794830","Appartamento Trastevere 6 posti letto","Manuela","XII Monte Verde","4,187,888","124,656","Entire home/apt","4610124","Apartment Trastevere","Manuela","XII Monte Verde","418,806","1,246,775","Entire home/apt"
"89","844558","I Mulini a Vento B&B Singole","Daniele","I Centro Storico","4,190,828","124,604","Private room","4861251","I Mulini a Vento B&B Triple/Quad Room","Daniele","I Centro Storico","4,190,926","1,245,998","Private room"
"89","839925","Roma *Casa Circe*  VILLA NEL VERDE","Luciana","VII San Giovanni/Cinecittà","4,184,358","1,255,819","Entire home/apt","8539386","Roma***Casina Circe***","Luciana","VII San Giovanni/Cinecittà","4,184,181","1,255,658","Entire home/apt"
"89","1026336","apartment in the center of rome","Alessandro","XII Monte Verde","4,187,786","1,245,726","Entire home/apt","15948132","Fine apartment central rome porto fluviale area","Alex","XI Arvalia/Portuense","4,187,076","1,246,951","Entire home/apt"
"89","1086589","Vatican apartment","Loredana","I Centro Storico","4,190,513","1,244,758","Entire home/apt","15318064","Vatican Doria Apartment","Giovanni Luca Loredana Alessandra","I Centro Storico","4,191,143","1,245,535","Entire home/apt"
"89","924234","lovely flat in the centre of Rome","Angela","I Centro Storico","4,189,536","1,247,099","Entire home/apt","15659818","lovely property","Angelo","III Monte Sacro","4,195,763","125,259","Entire home/apt"
"89","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","21603801","Nice Apartment in Trastevere 2","Manuele","I Centro Storico","4,188,998","1,246,793","Entire home/apt"
"89","1242756","Casa Regola,     Campo de Fiori","Carlo","I Centro Storico","4,189,501","1,247,205","Entire home/apt","21396370","Casa","Monica E Carlo","I Centro Storico","4,190,538","1,244,627","Entire home/apt"
"89","560450","Rome - Bed & Breakfast Fonteiana66","Alessandra","XII Monte Verde","418,816","1,245,552","Private room","20204076","RoOMe","Alessandra","I Centro Storico","4,190,242","1,250,583","Private room"
"89","1026336","apartment in the center of rome","Alessandro","XII Monte Verde","4,187,786","1,245,726","Entire home/apt","23811780","Triple Single - 2BR Luxury Apartment Central Rome","Alex","I Centro Storico","41,897","1,249,185","Entire home/apt"
"89","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","30153601","Nice apartment in Trastevere Scala","Manuele","I Centro Storico","4,189,049","1,246,825","Entire home/apt"
"89","1192479","Suite In Rome","Anna Maria","X Ostia/Acilia","4,174,715","1,237,933","Entire home/apt","31800322","S. Peter's Square Rome","Marina","I Centro Storico","4,190,795","1,245,598","Entire home/apt"
"89","1026336","apartment in the center of rome","Alessandro","XII Monte Verde","4,187,786","1,245,726","Entire home/apt","29963844","ROME RIONE CENTER APARTMENT","Bianca & Alex","I Centro Storico","4,189,573","1,249,465","Entire home/apt"
"89","928448","Cozy room in the hearth of rome","Alessandro","XII Monte Verde","4,187,696","1,245,871","Private room","31890810","Cozy Room","Maya Alexandra","VII San Giovanni/Cinecittà","4,187,314","1,252,229","Private room"
